satisfaction_level,satisfaction_level_tuned,last_evaluation,last_evaluation_tuned,number_project,number_project_tuned,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.45,0.45,0.55,0.71,2,4,148,3,0,1,0,sales,low
0.84,0.84,1,0.71,4,4,261,5,0,1,0,sales,low
0.11,0.62,0.93,0.71,6,4,282,4,0,1,0,sales,low
0.42,0.42,0.56,0.56,2,4,133,3,0,1,0,sales,low
0.45,0.45,0.46,0.71,2,4,128,3,0,1,0,sales,low
0.46,0.46,0.57,0.57,2,4,139,3,0,1,0,sales,low
0.09,0.62,0.79,0.79,6,4,293,5,0,1,0,sales,low
0.87,0.62,0.83,0.83,4,4,265,6,0,1,0,sales,low
0.1,0.62,0.87,0.87,6,4,250,4,0,1,0,sales,low
0.91,0.62,1,0.71,5,5,251,6,0,1,0,sales,low
0.76,0.76,0.92,0.71,4,4,246,5,0,1,0,sales,low
0.74,0.74,1,0.71,5,5,275,5,0,1,0,sales,low
0.92,0.62,0.93,0.71,5,5,240,5,0,1,0,sales,low
0.76,0.76,0.87,0.87,5,5,245,5,0,1,0,sales,low
0.47,0.47,0.5,0.71,4,4,254,4,0,1,0,sales,low
0.73,0.73,0.99,0.71,5,5,241,5,0,1,0,sales,low
0.09,0.62,0.94,0.71,6,4,257,4,0,1,0,sales,low
0.91,0.62,0.92,0.71,4,4,246,5,0,1,0,sales,low
0.82,0.82,0.98,0.71,4,4,233,5,0,1,0,sales,low
0.28,0.62,0.45,0.71,6,4,218,4,0,1,0,accounting,low
0.84,0.84,0.99,0.71,4,4,262,6,0,1,0,accounting,medium
0.45,0.45,0.53,0.71,2,4,138,3,0,1,0,accounting,medium
0.45,0.45,0.54,0.71,2,4,142,3,0,1,0,hr,medium
0.91,0.62,0.97,0.71,5,5,233,5,0,1,0,hr,medium
0.42,0.42,0.48,0.71,2,4,155,3,0,1,0,hr,medium
0.82,0.82,1,0.71,4,4,229,6,0,1,0,hr,medium
0.11,0.62,0.9,0.71,6,4,264,4,0,1,0,technical,medium
0.42,0.42,0.53,0.71,3,3,199,4,0,1,0,technical,medium
0.82,0.82,0.85,0.85,4,4,223,5,0,1,0,technical,medium
0.09,0.62,0.96,0.71,6,4,268,4,0,1,0,technical,medium
0.1,0.62,0.94,0.71,6,4,287,4,0,1,0,technical,medium
0.86,0.62,1,0.71,5,5,257,5,0,1,0,technical,medium
0.4,0.4,0.46,0.71,2,4,143,3,0,1,0,technical,high
0.45,0.45,0.46,0.71,2,4,130,3,0,1,0,technical,low
0.42,0.42,0.51,0.71,2,4,136,3,0,1,0,technical,medium
0.74,0.74,0.92,0.71,4,4,261,5,0,1,0,technical,medium
0.55,0.55,0.6,0.6,3,3,180,4,0,1,0,technical,medium
0.37,0.62,0.45,0.71,2,4,126,3,0,1,0,support,medium
0.41,0.41,0.52,0.71,2,4,127,3,1,1,0,support,low
0.89,0.62,0.65,0.65,5,5,195,6,0,1,0,support,low
0.41,0.41,0.57,0.57,2,4,160,3,0,1,0,support,low
0.44,0.44,0.51,0.71,2,4,150,3,0,1,0,support,low
0.87,0.62,0.84,0.84,4,4,264,6,0,1,0,support,low
0.1,0.62,0.84,0.84,6,4,309,4,0,1,0,support,low
0.41,0.41,0.47,0.71,2,4,135,3,0,1,0,support,low
0.11,0.62,0.85,0.85,6,4,261,4,0,1,0,support,low
0.43,0.43,0.53,0.71,2,4,160,3,0,1,0,support,low
0.77,0.77,0.9,0.71,4,4,237,5,0,1,0,support,low
0.41,0.41,0.52,0.71,2,4,136,3,0,1,0,technical,low
0.41,0.41,0.48,0.71,2,4,139,3,0,1,0,technical,low
0.36,0.62,0.78,0.78,2,4,151,4,0,1,0,technical,low
0.77,0.77,1,0.71,5,5,229,5,0,1,0,management,low
0.81,0.81,0.98,0.71,5,5,245,5,0,1,0,IT,low
0.39,0.39,0.54,0.71,2,4,127,3,0,1,0,IT,low
0.09,0.62,0.94,0.71,6,4,283,5,0,1,0,IT,low
0.44,0.44,0.46,0.71,2,4,143,3,0,1,0,IT,low
0.1,0.62,0.84,0.84,5,5,298,4,0,1,0,IT,low
0.36,0.62,0.48,0.71,2,4,159,3,0,1,0,product_mng,low
0.81,0.81,0.92,0.71,5,5,239,5,0,1,0,product_mng,low
0.81,0.81,0.9,0.71,4,4,226,5,0,1,0,product_mng,medium
0.85,0.62,0.98,0.71,5,5,248,5,0,1,0,product_mng,medium
0.1,0.62,0.87,0.87,6,4,286,4,0,1,0,IT,medium
0.37,0.62,0.54,0.71,2,4,145,3,0,1,0,RandD,medium
0.09,0.62,0.97,0.71,7,4,254,4,1,1,0,RandD,medium
0.44,0.44,0.53,0.71,2,4,127,3,0,1,0,RandD,medium
0.86,0.62,0.93,0.71,5,5,223,5,0,1,0,RandD,medium
0.77,0.77,1,0.71,4,4,255,5,0,1,0,RandD,medium
0.41,0.41,0.48,0.71,2,4,136,3,0,1,0,marketing,medium
0.4,0.4,0.48,0.71,2,4,137,3,0,1,0,sales,medium
0.43,0.43,0.49,0.71,2,4,135,3,0,1,0,accounting,medium
0.43,0.43,0.5,0.71,2,4,137,3,0,1,0,support,medium
0.8,0.8,0.53,0.71,3,3,255,5,0,1,0,technical,high
0.8,0.8,0.85,0.85,4,4,273,5,0,1,0,management,low
0.82,0.82,0.98,0.71,5,5,234,5,0,1,0,marketing,medium
0.37,0.62,0.54,0.71,2,4,152,3,0,1,0,marketing,medium
0.37,0.62,0.48,0.71,2,4,134,3,0,1,0,marketing,medium
0.09,0.62,0.95,0.71,6,4,292,4,0,1,0,sales,medium
0.9,0.62,0.92,0.71,5,5,245,5,0,1,0,sales,low
0.41,0.41,0.52,0.71,2,4,159,3,0,1,0,sales,low
0.1,0.62,0.85,0.85,6,4,260,4,0,1,0,sales,low
0.44,0.44,0.53,0.71,2,4,149,3,0,1,0,sales,low
0.89,0.62,0.85,0.85,5,5,266,5,0,1,0,sales,low
0.42,0.42,0.56,0.56,2,4,149,3,0,1,0,sales,low
0.87,0.62,1,0.71,5,5,242,5,0,1,0,sales,low
0.45,0.45,0.57,0.57,2,4,134,3,0,1,0,sales,low
0.11,0.62,0.87,0.87,5,5,271,4,0,1,0,sales,low
0.09,0.62,0.79,0.79,6,4,275,4,0,1,0,sales,low
0.76,0.76,0.83,0.83,5,5,227,5,0,1,0,sales,low
0.11,0.62,0.96,0.71,7,4,277,5,0,1,0,sales,low
0.37,0.62,0.49,0.71,2,4,151,3,0,1,0,sales,low
0.1,0.62,0.79,0.79,6,4,274,4,0,1,0,sales,low
0.77,0.77,0.87,0.87,4,4,242,6,0,1,0,sales,low
0.42,0.42,0.54,0.71,2,4,143,3,1,1,0,sales,low
0.38,0.38,0.52,0.71,2,4,145,3,0,1,0,sales,low
0.32,0.62,0.95,0.71,5,5,172,2,0,1,0,sales,low
0.38,0.38,0.49,0.71,2,4,135,3,0,1,0,accounting,low
0.19,0.62,1,0.71,4,4,192,4,0,1,0,accounting,low
0.1,0.62,0.83,0.83,7,4,276,4,0,1,0,accounting,low
0.76,0.76,0.88,0.71,4,4,206,4,0,1,0,hr,medium
0.53,0.53,0.56,0.56,4,4,281,6,0,1,0,hr,medium
0.39,0.39,0.51,0.71,2,4,151,3,0,1,0,hr,medium
0.11,0.62,0.83,0.83,6,4,244,4,0,1,0,hr,medium
0.1,0.62,0.94,0.71,6,4,309,4,0,1,0,technical,medium
0.84,0.84,1,0.71,5,5,218,5,0,1,0,technical,medium
0.82,0.82,0.99,0.71,4,4,263,6,0,1,0,technical,medium
0.1,0.62,0.82,0.82,6,4,244,4,0,1,0,technical,medium
0.59,0.59,0.49,0.71,7,4,263,4,0,1,0,technical,medium
0.44,0.44,0.48,0.71,2,4,143,3,0,1,0,technical,medium
0.89,0.62,0.95,0.71,2,4,181,5,0,1,0,technical,medium
0.91,0.62,0.84,0.84,5,5,265,5,0,1,0,technical,medium
0.66,0.66,0.57,0.57,5,5,161,5,0,1,0,technical,high
0.11,0.62,0.87,0.87,7,4,282,5,0,1,0,technical,low
0.43,0.43,0.51,0.71,2,4,155,3,0,1,0,technical,medium
0.78,0.78,0.83,0.83,4,4,217,6,0,1,0,support,medium
0.11,0.62,0.97,0.71,6,4,289,5,0,1,0,support,medium
0.83,0.83,0.98,0.71,4,4,259,5,0,1,0,support,medium
0.39,0.39,0.54,0.71,2,4,158,3,0,1,0,support,low
0.38,0.38,0.55,0.71,2,4,158,3,0,1,0,support,low
0.37,0.62,0.57,0.57,2,4,155,3,0,1,0,support,low
0.44,0.44,0.48,0.71,2,4,146,3,0,1,0,support,low
0.53,0.53,0.85,0.85,2,4,164,5,0,1,0,support,low
0.09,0.62,0.96,0.71,6,4,259,4,0,1,0,support,low
0.11,0.62,0.89,0.71,6,4,293,4,0,1,0,support,low
0.83,0.83,0.96,0.71,5,5,275,5,0,1,0,support,low
0.88,0.62,1,0.71,5,5,219,6,1,1,0,technical,low
0.1,0.62,0.89,0.71,6,4,247,4,0,1,0,technical,low
0.09,0.62,0.86,0.86,7,4,309,4,0,1,0,technical,low
0.44,0.44,0.54,0.71,2,4,151,3,0,1,0,management,low
0.39,0.39,0.51,0.71,2,4,129,3,0,1,0,IT,low
0.87,0.62,0.94,0.71,4,4,274,5,0,1,0,IT,low
0.74,0.74,0.99,0.71,4,4,233,5,0,1,0,IT,low
0.1,0.62,0.95,0.71,7,4,289,4,0,1,0,IT,low
0.74,0.74,0.82,0.82,4,4,239,6,0,1,0,IT,low
0.75,0.75,0.99,0.71,5,5,221,5,0,1,0,product_mng,low
0.41,0.41,0.56,0.56,2,4,150,3,0,1,0,product_mng,low
0.41,0.41,0.45,0.71,2,4,144,3,1,1,0,product_mng,low
0.09,0.62,0.9,0.71,7,4,289,4,0,1,0,product_mng,low
0.09,0.62,0.8,0.8,6,4,301,5,0,1,0,IT,medium
0.39,0.39,0.57,0.57,2,4,145,3,0,1,0,accounting,medium
0.4,0.4,0.56,0.56,2,4,137,3,0,1,0,accounting,medium
0.37,0.62,0.54,0.71,2,4,131,3,1,1,0,hr,medium
0.1,0.62,0.84,0.84,6,4,246,4,0,1,0,hr,medium
0.43,0.43,0.51,0.71,2,4,136,3,0,1,0,hr,medium
0.75,0.75,0.85,0.85,5,5,240,6,1,1,0,marketing,medium
0.37,0.62,0.56,0.56,2,4,156,3,0,1,0,sales,medium
0.11,0.62,0.85,0.85,6,4,305,4,0,1,0,accounting,medium
0.45,0.45,0.45,0.71,2,4,154,3,1,1,0,support,medium
0.87,0.62,1,0.71,5,5,261,5,1,1,0,technical,medium
0.11,0.62,0.94,0.71,7,4,244,4,0,1,0,management,medium
0.45,0.45,0.54,0.71,2,4,129,3,0,1,0,marketing,high
0.81,0.81,0.87,0.87,4,4,254,5,0,1,0,marketing,low
0.77,0.77,0.91,0.71,5,5,236,5,0,1,0,marketing,medium
0.89,0.62,0.92,0.71,5,5,237,5,0,1,0,sales,medium
0.43,0.43,0.49,0.71,2,4,135,3,0,1,0,sales,medium
0.78,0.78,1,0.71,5,5,236,5,0,1,0,sales,medium
0.37,0.62,0.47,0.71,2,4,149,3,0,1,0,sales,low
0.37,0.62,0.5,0.71,2,4,141,3,0,1,0,sales,low
0.85,0.62,0.82,0.82,4,4,270,5,0,1,0,sales,low
0.41,0.41,0.47,0.71,2,4,138,3,0,1,0,sales,low
0.11,0.62,0.96,0.71,6,4,298,4,0,1,0,sales,low
0.75,0.75,0.99,0.71,5,5,254,5,0,1,0,sales,low
0.82,0.82,0.85,0.85,5,5,248,5,0,1,0,sales,low
0.79,0.79,1,0.71,5,5,257,6,0,1,0,sales,low
0.43,0.43,0.53,0.71,2,4,150,3,0,1,0,sales,low
0.1,0.62,0.9,0.71,7,4,281,4,0,1,0,sales,low
0.46,0.46,0.48,0.71,2,4,141,3,1,1,0,sales,low
0.43,0.43,0.57,0.57,2,4,157,3,0,1,0,sales,low
0.43,0.43,0.55,0.71,2,4,136,3,0,1,0,sales,low
0.11,0.62,0.8,0.8,7,4,296,4,0,1,0,sales,low
0.09,0.62,0.86,0.86,6,4,279,4,0,1,0,sales,low
0.37,0.62,0.53,0.71,2,4,131,3,0,1,0,sales,low
0.4,0.4,0.57,0.57,2,4,160,3,0,1,0,accounting,low
0.1,0.62,0.77,0.77,7,4,291,4,0,1,0,accounting,low
0.41,0.41,0.53,0.71,2,4,157,3,0,1,0,accounting,low
0.79,0.79,0.58,0.58,3,3,294,4,0,1,0,hr,low
0.11,0.62,0.79,0.79,7,4,310,4,0,1,0,hr,low
0.1,0.62,0.97,0.71,6,4,282,4,0,1,0,hr,medium
0.44,0.44,0.51,0.71,2,4,134,3,0,1,0,hr,medium
0.25,0.62,0.46,0.71,4,4,214,4,0,1,0,technical,medium
0.44,0.44,0.52,0.71,2,4,137,3,0,1,0,technical,medium
0.73,0.73,1,0.71,4,4,252,5,0,1,0,technical,medium
0.75,0.75,0.97,0.71,5,5,243,6,0,1,0,technical,medium
0.36,0.62,0.47,0.71,2,4,148,3,0,1,0,technical,medium
0.37,0.62,0.49,0.71,2,4,151,3,0,1,0,technical,medium
0.39,0.39,0.49,0.71,2,4,129,3,0,1,0,technical,medium
0.48,0.48,0.78,0.78,2,4,198,2,0,1,0,technical,medium
0.57,0.57,0.72,0.72,4,4,275,6,0,1,0,technical,medium
0.9,0.62,0.96,0.71,5,5,243,5,0,1,0,technical,medium
0.39,0.39,0.55,0.71,2,4,159,3,0,1,0,technical,high
0.44,0.44,0.51,0.71,2,4,145,3,0,1,0,support,low
0.81,0.81,0.88,0.71,5,5,242,5,0,1,0,support,medium
0.74,0.74,0.87,0.87,5,5,242,5,0,1,0,support,medium
0.44,0.44,0.56,0.56,2,4,145,3,0,1,0,support,medium
0.41,0.41,0.56,0.56,2,4,154,3,0,1,1,support,medium
0.4,0.4,0.51,0.71,2,4,139,3,0,1,0,support,low
0.46,0.46,0.57,0.57,2,4,152,3,0,1,0,support,low
0.8,0.8,0.83,0.83,2,4,211,3,0,1,0,support,low
0.87,0.62,0.9,0.71,5,5,258,5,0,1,0,support,low
0.39,0.39,0.54,0.71,2,4,155,3,0,1,0,support,low
0.38,0.38,0.55,0.71,2,4,148,3,0,1,0,support,low
0.66,0.66,0.67,0.67,2,4,255,3,0,1,0,technical,low
0.1,0.62,0.8,0.8,6,4,264,4,0,1,0,technical,low
0.37,0.62,0.54,0.71,2,4,132,3,0,1,0,technical,low
0.1,0.62,0.77,0.77,6,4,255,4,0,1,0,management,low
0.09,0.62,0.87,0.87,5,5,263,4,0,1,0,IT,low
0.86,0.62,0.84,0.84,5,5,222,5,0,1,0,IT,low
0.11,0.62,0.9,0.71,6,4,263,4,0,1,0,IT,low
0.37,0.62,0.46,0.71,2,4,157,3,0,1,0,IT,low
0.11,0.62,0.92,0.71,7,4,307,4,0,1,0,IT,low
0.77,0.77,0.98,0.71,5,5,259,6,0,1,0,product_mng,low
0.84,0.84,0.94,0.71,5,5,222,6,0,1,0,product_mng,low
0.1,0.62,0.84,0.84,7,4,250,4,0,1,0,product_mng,low
0.83,0.83,0.9,0.71,5,5,245,5,0,1,0,product_mng,low
0.11,0.62,0.79,0.79,6,4,292,4,0,1,0,IT,low
0.86,0.62,0.92,0.71,5,5,252,5,0,1,0,RandD,low
0.38,0.38,0.56,0.56,2,4,161,3,0,1,0,RandD,medium
0.11,0.62,0.88,0.71,5,5,250,4,0,1,0,RandD,medium
0.45,0.45,0.49,0.71,2,4,134,3,0,1,0,RandD,medium
0.1,0.62,0.85,0.85,7,4,279,4,0,1,0,RandD,medium
0.09,0.62,0.95,0.71,7,4,256,4,0,1,0,marketing,medium
0.39,0.39,0.53,0.71,2,4,127,3,0,1,0,sales,medium
0.37,0.62,0.47,0.71,2,4,138,3,1,1,0,accounting,medium
0.81,0.81,0.97,0.71,5,5,243,5,0,1,0,support,medium
0.09,0.62,0.9,0.71,7,4,296,4,0,1,0,technical,medium
0.1,0.62,0.88,0.71,7,4,267,4,0,1,0,management,medium
0.39,0.39,0.49,0.71,2,4,144,3,0,1,0,marketing,medium
0.83,0.83,0.95,0.71,4,4,251,5,0,1,0,marketing,medium
0.45,0.45,0.57,0.57,2,4,148,3,0,1,0,marketing,high
0.43,0.43,0.51,0.71,2,4,141,3,0,1,0,sales,low
0.8,0.8,0.75,0.75,3,3,268,2,0,1,0,sales,medium
0.1,0.62,0.86,0.86,6,4,247,4,0,1,0,sales,medium
0.1,0.62,0.55,0.71,2,4,247,4,0,1,0,sales,medium
0.36,0.62,0.52,0.71,2,4,146,3,0,1,0,sales,medium
0.38,0.38,0.5,0.71,2,4,140,3,0,1,0,sales,low
0.78,0.78,0.98,0.71,5,5,263,6,0,1,0,sales,low
0.44,0.44,0.49,0.71,2,4,145,3,0,1,0,sales,low
0.41,0.41,0.46,0.71,2,4,156,3,1,1,0,sales,low
0.72,0.72,0.85,0.85,5,5,244,6,0,1,0,sales,low
0.46,0.46,0.54,0.71,2,4,144,3,0,1,0,sales,low
0.1,0.62,0.9,0.71,7,4,286,4,0,1,0,sales,low
0.34,0.62,0.67,0.67,4,4,141,2,0,1,0,sales,low
0.11,0.62,0.89,0.71,6,4,260,5,0,1,0,sales,low
0.38,0.38,0.56,0.56,2,4,154,3,0,1,0,sales,low
0.82,0.82,0.92,0.71,5,5,225,5,0,1,0,sales,low
0.39,0.39,0.57,0.57,2,4,127,3,0,1,0,sales,low
0.44,0.44,0.53,0.71,2,4,140,3,0,1,0,sales,low
0.43,0.43,0.52,0.71,2,4,147,3,0,1,0,sales,low
0.84,0.84,0.83,0.83,4,4,227,5,0,1,0,accounting,low
0.43,0.43,0.48,0.71,2,4,153,3,0,1,0,accounting,low
0.37,0.62,0.52,0.71,2,4,128,3,0,1,0,accounting,low
0.74,0.74,0.97,0.71,4,4,228,5,0,1,0,hr,low
0.73,0.73,0.97,0.71,5,5,235,5,0,1,0,hr,low
0.37,0.62,0.47,0.71,2,4,148,3,0,1,0,hr,low
0.58,0.58,0.62,0.62,4,4,238,3,0,1,0,hr,low
0.4,0.4,0.54,0.71,2,4,141,3,0,1,0,technical,medium
0.51,0.51,0.83,0.83,5,5,249,4,0,1,0,technical,medium
0.46,0.46,0.5,0.71,2,4,151,3,0,1,0,technical,medium
0.45,0.45,0.54,0.71,2,4,129,3,0,1,0,technical,medium
0.46,0.46,0.5,0.71,2,4,156,3,0,1,0,technical,medium
0.39,0.39,0.45,0.71,2,4,134,3,0,1,0,technical,medium
0.09,0.62,0.88,0.71,6,4,269,4,0,1,0,technical,medium
0.09,0.62,0.77,0.77,6,4,290,4,0,1,0,technical,medium
0.37,0.62,0.51,0.71,2,4,132,3,0,1,0,technical,medium
0.1,0.62,0.89,0.71,7,4,308,4,0,1,0,technical,medium
0.77,0.77,1,0.71,4,4,232,5,0,1,0,technical,medium
0.79,0.79,0.86,0.86,5,5,235,5,0,1,0,support,medium
0.43,0.43,0.55,0.71,2,4,130,3,0,1,0,support,high
0.38,0.38,0.53,0.71,2,4,146,3,0,1,0,support,low
0.77,0.77,0.91,0.71,5,5,221,6,0,1,0,support,medium
0.44,0.44,0.5,0.71,2,4,130,3,0,1,0,support,medium
0.39,0.39,0.46,0.71,2,4,136,3,0,1,0,support,medium
0.78,0.78,0.89,0.71,5,5,274,6,0,1,0,support,medium
0.1,0.62,0.79,0.79,6,4,256,5,0,1,0,support,low
0.1,0.62,0.77,0.77,5,5,276,4,0,1,0,support,low
0.75,0.75,0.85,0.85,5,5,267,5,0,1,0,support,low
0.46,0.46,0.62,0.62,6,4,213,3,0,1,0,support,low
0.91,0.62,0.97,0.71,4,4,274,6,0,1,0,technical,low
0.1,0.62,0.92,0.71,6,4,258,4,0,1,0,technical,low
0.72,0.72,0.6,0.6,3,3,153,5,0,1,0,technical,low
0.11,0.62,0.95,0.71,6,4,245,4,0,1,0,management,low
0.11,0.62,0.94,0.71,6,4,264,4,0,1,0,IT,low
0.46,0.46,0.57,0.57,2,4,154,3,0,1,0,IT,low
0.37,0.62,0.46,0.71,2,4,149,3,0,1,0,IT,low
0.46,0.46,0.5,0.71,2,4,157,3,0,1,0,IT,low
0.43,0.43,0.57,0.57,2,4,127,3,0,1,0,IT,low
0.11,0.62,0.82,0.82,6,4,270,4,0,1,0,product_mng,low
0.73,0.73,0.89,0.71,5,5,236,6,0,1,0,product_mng,low
0.43,0.43,0.47,0.71,2,4,158,3,0,1,0,product_mng,low
0.86,0.62,1,0.71,5,5,229,5,0,1,0,product_mng,low
0.1,0.62,0.83,0.83,6,4,269,4,0,1,0,IT,low
0.4,0.4,0.49,0.71,2,4,128,3,0,1,0,sales,low
0.11,0.62,0.87,0.87,7,4,278,4,0,1,0,sales,low
0.86,0.62,0.98,0.71,3,3,158,5,0,1,0,sales,low
0.42,0.42,1,0.71,3,3,202,3,0,1,0,sales,medium
0.79,0.79,0.84,0.84,4,4,240,5,0,1,0,sales,medium
0.1,0.62,0.96,0.71,7,4,255,4,0,1,0,marketing,medium
0.09,0.62,0.92,0.71,7,4,254,4,0,1,0,sales,medium
0.09,0.62,0.82,0.82,6,4,257,4,0,1,0,accounting,medium
0.87,0.62,1,0.71,4,4,228,5,0,1,0,support,medium
0.36,0.62,0.49,0.71,2,4,145,3,0,1,0,technical,medium
0.42,0.42,0.75,0.75,3,3,218,4,0,1,0,management,medium
0.84,0.84,0.86,0.86,5,5,268,5,0,1,0,marketing,medium
0.1,0.62,0.83,0.83,6,4,278,4,0,1,0,marketing,medium
0.78,0.78,0.71,0.71,3,3,249,5,0,1,0,marketing,medium
0.35,0.62,0.99,0.71,3,3,236,4,0,1,0,sales,medium
0.1,0.62,0.81,0.81,7,4,291,4,0,1,0,sales,high
0.11,0.62,0.8,0.8,6,4,306,4,0,1,0,sales,low
0.43,0.43,0.48,0.71,2,4,135,3,0,1,0,sales,medium
0.38,0.38,0.45,0.71,2,4,156,3,0,1,0,sales,medium
0.46,0.46,0.54,0.71,2,4,143,3,0,1,0,sales,medium
0.89,0.62,0.82,0.82,4,4,243,5,0,1,0,sales,medium
0.45,0.45,0.5,0.71,2,4,147,3,0,1,0,sales,low
0.44,0.44,0.53,0.71,2,4,159,3,0,1,0,sales,low
0.74,0.74,0.54,0.71,5,5,216,3,0,1,0,sales,low
0.45,0.45,0.54,0.71,2,4,152,3,0,1,0,sales,low
0.79,0.79,0.93,0.71,4,4,226,5,0,1,0,sales,low
0.79,0.79,0.91,0.71,5,5,271,5,0,1,0,sales,low
0.11,0.62,0.87,0.87,6,4,255,4,0,1,0,sales,low
0.42,0.42,0.48,0.71,2,4,140,3,0,1,0,sales,low
0.64,0.64,0.9,0.71,6,4,252,2,0,1,0,sales,low
0.4,0.4,0.55,0.71,2,4,159,3,0,1,0,sales,low
0.84,0.84,0.98,0.71,5,5,270,5,0,1,0,sales,low
0.73,0.73,0.92,0.71,5,5,232,5,0,1,0,sales,low
0.4,0.4,0.51,0.71,2,4,144,3,0,1,0,accounting,low
0.36,0.62,0.45,0.71,2,4,127,3,0,1,0,accounting,low
0.43,0.43,0.47,0.71,2,4,131,3,0,1,0,accounting,low
0.11,0.62,0.78,0.78,6,4,243,4,0,1,0,hr,low
0.91,0.62,1,0.71,5,5,244,6,0,1,0,hr,low
0.8,0.8,1,0.71,5,5,260,5,0,1,0,hr,low
0.42,0.42,0.49,0.71,2,4,139,3,0,1,0,hr,low
0.31,0.62,0.87,0.87,4,4,184,3,0,1,0,technical,low
0.44,0.44,0.47,0.71,2,4,130,3,0,1,0,technical,low
0.38,0.38,0.54,0.71,2,4,135,3,0,1,0,technical,medium
0.45,0.45,0.56,0.56,2,4,146,3,0,1,0,technical,medium
0.43,0.43,0.46,0.71,2,4,149,3,0,1,0,technical,medium
0.45,0.45,0.46,0.71,2,4,153,3,1,1,0,technical,medium
0.43,0.43,0.57,0.57,2,4,160,3,0,1,0,technical,medium
0.43,0.43,0.49,0.71,2,4,160,3,0,1,0,technical,medium
0.09,0.62,0.83,0.83,6,4,282,4,0,1,0,technical,medium
0.43,0.43,0.47,0.71,2,4,128,3,0,1,0,technical,medium
0.79,0.79,0.94,0.71,4,4,232,5,0,1,0,technical,medium
0.85,0.62,0.58,0.58,3,3,226,2,0,1,0,support,medium
0.38,0.38,0.45,0.71,2,4,129,3,0,1,0,support,medium
0.11,0.62,0.92,0.71,7,4,255,4,0,1,0,support,medium
0.83,0.83,0.99,0.71,5,5,258,5,0,1,0,support,high
0.81,0.81,0.91,0.71,4,4,229,5,0,1,0,support,low
0.42,0.42,0.56,0.56,2,4,143,3,0,1,0,support,medium
0.11,0.62,0.87,0.87,6,4,257,4,0,1,0,support,medium
0.11,0.62,0.85,0.85,7,4,275,4,0,1,0,support,medium
0.1,0.62,0.89,0.71,7,4,291,4,0,1,0,support,medium
0.5,0.5,0.54,0.71,5,5,153,4,0,1,0,support,low
0.44,0.44,0.49,0.71,2,4,154,3,0,1,0,support,low
0.11,0.62,0.9,0.71,6,4,301,4,0,1,0,technical,low
0.39,0.39,0.52,0.71,2,4,134,3,0,1,0,technical,low
0.11,0.62,0.78,0.78,6,4,245,4,0,1,0,technical,low
0.36,0.62,0.5,0.71,2,4,132,3,0,1,0,management,low
0.43,0.43,0.51,0.71,2,4,130,3,0,1,0,IT,low
0.4,0.4,0.5,0.71,2,4,127,3,0,1,0,IT,low
0.86,0.62,0.84,0.84,4,4,246,6,0,1,0,IT,low
0.38,0.38,0.49,0.71,2,4,145,3,0,1,0,IT,low
0.46,0.46,0.45,0.71,2,4,138,3,0,1,1,IT,low
0.37,0.62,0.57,0.57,2,4,129,3,0,1,0,product_mng,low
0.43,0.43,0.52,0.71,2,4,150,3,0,1,0,product_mng,low
0.66,0.66,0.93,0.71,5,5,253,5,0,1,0,product_mng,low
0.37,0.62,0.48,0.71,2,4,160,3,0,1,0,product_mng,low
0.77,0.77,0.92,0.71,5,5,235,5,0,1,0,IT,low
0.38,0.38,0.55,0.71,2,4,151,3,0,1,0,sales,low
0.39,0.39,0.54,0.71,2,4,127,3,0,1,0,sales,low
0.41,0.41,0.55,0.71,2,4,151,3,0,1,0,sales,low
0.1,0.62,0.9,0.71,7,4,290,4,0,1,0,sales,low
0.09,0.62,0.93,0.71,6,4,249,4,0,1,0,sales,low
0.41,0.41,0.47,0.71,2,4,131,3,0,1,0,marketing,medium
0.39,0.39,0.46,0.71,2,4,159,3,0,1,0,sales,medium
0.83,0.83,0.99,0.71,4,4,223,5,0,1,0,accounting,medium
0.09,0.62,0.87,0.87,3,3,214,2,0,1,0,support,medium
0.75,0.75,0.81,0.81,5,5,227,5,0,1,0,technical,medium
0.44,0.44,0.54,0.71,2,4,127,3,0,1,0,management,medium
0.1,0.62,0.84,0.84,6,4,293,5,0,1,0,marketing,medium
0.42,0.42,0.46,0.71,2,4,141,3,0,1,0,marketing,medium
0.1,0.62,0.83,0.83,6,4,300,4,0,1,0,marketing,medium
0.1,0.62,0.86,0.86,6,4,309,4,0,1,0,sales,medium
0.31,0.62,0.77,0.77,4,4,149,3,0,1,0,sales,medium
0.42,0.42,0.54,0.71,2,4,159,3,0,1,0,sales,medium
0.38,0.38,0.5,0.71,2,4,152,3,0,1,0,sales,high
0.39,0.39,0.57,0.57,2,4,158,3,0,1,0,sales,low
0.1,0.62,0.97,0.71,6,4,254,5,0,1,0,sales,medium
0.11,0.62,0.93,0.71,6,4,294,4,0,1,0,sales,medium
0.1,0.62,0.92,0.71,7,4,269,4,0,1,0,sales,medium
0.11,0.62,0.9,0.71,7,4,247,4,0,1,0,sales,medium
0.44,0.44,0.65,0.65,3,3,271,4,0,1,0,sales,low
0.91,0.62,0.96,0.71,4,4,232,5,0,1,0,sales,low
0.72,0.72,1,0.71,4,4,245,5,0,1,0,sales,low
0.36,0.62,0.46,0.71,2,4,132,3,0,1,0,sales,low
